dataset,mode,top_k,ks,total_samples,evaluated_samples,skipped_abstain,missing_chunk_id_count,Hit@1,Hit@3,Hit@5,Hit@10,Recall@1,Recall@3,Recall@5,Recall@10,Evidence Coverage@1,Evidence Coverage@3,Evidence Coverage@5,Evidence Coverage@10,Source Accuracy@1,Source Accuracy@3,Source Accuracy@5,Source Accuracy@10,Page Accuracy@1,Page Accuracy@3,Page Accuracy@5,Page Accuracy@10,MRR
aiops-docs/experiment/rag/splits/rag_build.jsonl,mock,10,"1,3,5,10",30,30,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
