experiment_name,dataset,mode,retrieval_strategy,rerank,candidate_top_k,final_top_k,top_k,ks,total_samples,evaluated_samples,skipped_abstain,missing_chunk_id_count,candidate_hit_at_10,candidate_hit_at_20,candidate_hit_at_50,candidate_recall_at_10,candidate_recall_at_20,candidate_recall_at_50,evidence_coverage_at_1,evidence_coverage_at_10,evidence_coverage_at_3,evidence_coverage_at_5,hit_at_1,hit_at_10,hit_at_3,hit_at_5,mrr,page_accuracy_at_1,page_accuracy_at_10,page_accuracy_at_3,page_accuracy_at_5,recall_at_1,recall_at_10,recall_at_3,recall_at_5,source_accuracy_at_1,source_accuracy_at_10,source_accuracy_at_3,source_accuracy_at_5
dense_no_rerank_build,aiops-docs/experiment/rag/splits/rag_build.jsonl,live,dense,none,50,10,10,"1,3,5,10",30,30,0,0,0.633333,0.833333,0.9,0.633333,0.833333,0.9,0.333333,0.633333,0.5,0.6,0.333333,0.633333,0.5,0.6,0.434444,0.366667,0.833333,0.633333,0.766667,0.333333,0.633333,0.5,0.6,1.0,1.0,1.0,1.0
