experiment_name,dataset,mode,retrieval_strategy,rerank,rerank_available,candidate_top_k,final_top_k,top_k,ks,total_samples,evaluated_samples,skipped_abstain,missing_chunk_id_count,gold_in_candidate_not_final_count,gold_promoted_by_rerank_count,gold_demoted_by_rerank_count,candidate_hit_at_10,candidate_hit_at_20,candidate_hit_at_50,candidate_recall_at_10,candidate_recall_at_20,candidate_recall_at_50,evidence_coverage_at_1,evidence_coverage_at_10,evidence_coverage_at_3,evidence_coverage_at_5,hit_at_1,hit_at_10,hit_at_3,hit_at_5,mrr,page_accuracy_at_1,page_accuracy_at_10,page_accuracy_at_3,page_accuracy_at_5,recall_at_1,recall_at_10,recall_at_3,recall_at_5,source_accuracy_at_1,source_accuracy_at_10,source_accuracy_at_3,source_accuracy_at_5
dense_current_rerank_build,aiops-docs/experiment/rag/splits/rag_build.jsonl,live,dense,current,True,50,10,10,"1,3,5,10",30,30,0,0,4,11,3,0.633333,0.833333,0.9,0.633333,0.833333,0.9,0.466667,0.766667,0.566667,0.666667,0.466667,0.766667,0.566667,0.666667,0.537593,0.466667,0.9,0.7,0.766667,0.466667,0.766667,0.566667,0.666667,1.0,1.0,1.0,1.0
