experiment_name,dataset,mode,retrieval_strategy,rerank,rerank_available,candidate_top_k,final_top_k,top_k,ks,total_samples,evaluated_samples,skipped_abstain,missing_chunk_id_count,gold_in_candidate_not_final_count,gold_promoted_by_rerank_count,gold_demoted_by_rerank_count,candidate_hit_at_10,candidate_hit_at_20,candidate_hit_at_50,candidate_recall_at_10,candidate_recall_at_20,candidate_recall_at_50,evidence_coverage_at_1,evidence_coverage_at_10,evidence_coverage_at_3,evidence_coverage_at_5,hit_at_1,hit_at_10,hit_at_3,hit_at_5,mrr,page_accuracy_at_1,page_accuracy_at_10,page_accuracy_at_3,page_accuracy_at_5,recall_at_1,recall_at_10,recall_at_3,recall_at_5,source_accuracy_at_1,source_accuracy_at_10,source_accuracy_at_3,source_accuracy_at_5
hybrid_no_rerank_expanded_build,aiops-docs/experiment/rag/splits/expanded/rag_build.jsonl,live,hybrid,none,True,50,10,10,"1,3,5,10",30,27,3,0,1,0,0,0.666667,0.703704,0.703704,0.648148,0.685185,0.685185,0.259259,0.62963,0.444444,0.518519,0.296296,0.666667,0.481481,0.555556,0.399691,0.333333,0.851852,0.62963,0.740741,0.277778,0.648148,0.462963,0.537037,1.0,1.0,1.0,1.0
